date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:27:16	33138/33138	---MCZ	200	added ('OK')	text/html	etag:W/%2266d683df83b346079cf7b1d22c2f02f9%22	https://arino-html.vercel.app/portfolio.html	D:/tesdf/Template/arino-html.vercel.app/portfolio.html	(from https://arino-html.vercel.app/)
18:27:16	31733/31733	---MCZ	200	added ('OK')	text/html	etag:W/%22baa3925c09dc0b2e77e0615f260f22bd%22	https://arino-html.vercel.app/portfolio-details.html	D:/tesdf/Template/arino-html.vercel.app/portfolio-details.html	(from https://arino-html.vercel.app/)
18:27:16	43473/43473	---MCZ	200	added ('OK')	text/html	etag:W/%2237eab3f0a555eb2c3a1de2bfe68a473b%22	https://arino-html.vercel.app/blog.html	D:/tesdf/Template/arino-html.vercel.app/blog.html	(from https://arino-html.vercel.app/)
18:27:16	42843/42843	---MCZ	200	added ('OK')	text/html	etag:W/%22e2e29a6b8244db9de1d5e165698bf780%22	https://arino-html.vercel.app/blog-details.html	D:/tesdf/Template/arino-html.vercel.app/blog-details.html	(from https://arino-html.vercel.app/)
18:27:16	55669/55669	---MCZ	200	added ('OK')	text/html	etag:W/%22ec5cd4b5263a366870f9032f4a5385f3%22	https://arino-html.vercel.app/shop.html	D:/tesdf/Template/arino-html.vercel.app/shop.html	(from https://arino-html.vercel.app/)
18:27:17	40175/40175	---MCZ	200	added ('OK')	text/html	etag:W/%228fb74b809c9c4ce6faa2db982377c4c5%22	https://arino-html.vercel.app/shop-product-details.html	D:/tesdf/Template/arino-html.vercel.app/shop-product-details.html	(from https://arino-html.vercel.app/)
18:27:17	33872/33872	---MCZ	200	added ('OK')	text/html	etag:W/%226f9d94b4ddf102a3adb501f62d21cc3e%22	https://arino-html.vercel.app/shop-cart.html	D:/tesdf/Template/arino-html.vercel.app/shop-cart.html	(from https://arino-html.vercel.app/)
18:27:17	34777/34777	---MCZ	200	added ('OK')	text/html	etag:W/%2207066ed99c0419a736231b3e3e5884e8%22	https://arino-html.vercel.app/shop-checkout.html	D:/tesdf/Template/arino-html.vercel.app/shop-checkout.html	(from https://arino-html.vercel.app/)
18:27:17	30819/30819	---MCZ	200	added ('OK')	text/html	etag:W/%225d8f4b6aaa45d1ad67b3271d78e2abe0%22	https://arino-html.vercel.app/shop-order-recived.html	D:/tesdf/Template/arino-html.vercel.app/shop-order-recived.html	(from https://arino-html.vercel.app/)
18:27:18	32842/32842	---MCZ	200	added ('OK')	text/html	etag:W/%22daeb1b4ed83cc2aa0d70301d058fdf5a%22	https://arino-html.vercel.app/shop-wishlist.html	D:/tesdf/Template/arino-html.vercel.app/shop-wishlist.html	(from https://arino-html.vercel.app/)
18:27:18	32096/32096	---MCZ	200	added ('OK')	text/html	etag:W/%22bb06a801944704a67232610148729333%22	https://arino-html.vercel.app/contact.html	D:/tesdf/Template/arino-html.vercel.app/contact.html	(from https://arino-html.vercel.app/)
18:27:18	73211/73211	---MCZ	200	added ('OK')	text/html	etag:W/%22f8f726b7e1db9bda83c4f131b24472f4%22	https://arino-html.vercel.app/team.html	D:/tesdf/Template/arino-html.vercel.app/team.html	(from https://arino-html.vercel.app/)
18:27:18	34797/34797	---MCZ	200	added ('OK')	text/html	etag:W/%2274d8f66c1a0b8c7685be7118c5617c68%22	https://arino-html.vercel.app/team-details.html	D:/tesdf/Template/arino-html.vercel.app/team-details.html	(from https://arino-html.vercel.app/)
18:27:18	34290/34290	---MCZ	200	added ('OK')	text/html	etag:W/%2232be8c0cb5d719386cd5ad14b7ea3fa3%22	https://arino-html.vercel.app/case-study.html	D:/tesdf/Template/arino-html.vercel.app/case-study.html	(from https://arino-html.vercel.app/)
18:27:19	35154/35154	---MCZ	200	added ('OK')	text/html	etag:W/%2274fcd32ed878ea022e13444ed1e50bd0%22	https://arino-html.vercel.app/faq.html	D:/tesdf/Template/arino-html.vercel.app/faq.html	(from https://arino-html.vercel.app/)
18:27:19	2322/2322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8d9c1fd546778be0e7ebcfe9d0d989d%22	https://arino-html.vercel.app/assets/img/footer_logo.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/footer_logo.svg	(from https://arino-html.vercel.app/)
18:27:19	371/371	---M--	200	added ('OK')	image/svg+xml	etag:%22f36d3a81e57eed5fc123afad194c34a9%22	https://arino-html.vercel.app/assets/img/funfact_shape_bg.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/funfact_shape_bg.svg	(from https://arino-html.vercel.app/)
18:27:19	69080/69080	---M--	200	added ('OK')	image/jpeg	etag:%22a1b5f4a14a784732ed23aca9525be5ee%22	https://arino-html.vercel.app/assets/img/service_1.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_1.jpeg	(from https://arino-html.vercel.app/)
18:27:19	48880/48880	---M--	200	added ('OK')	image/jpeg	etag:%2278c7460d9c61905ba5a50d2a1d59dd0a%22	https://arino-html.vercel.app/assets/img/service_2.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_2.jpeg	(from https://arino-html.vercel.app/)
18:27:20	75383/75383	---M--	200	added ('OK')	image/jpeg	etag:%22bb2c4ab5da3911968d6a5f6b47aad07a%22	https://arino-html.vercel.app/assets/img/service_3.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_3.jpeg	(from https://arino-html.vercel.app/)
18:27:20	95832/95832	---M--	200	added ('OK')	image/jpeg	etag:%2210dcbc9ad4975132a22758c94df6de5d%22	https://arino-html.vercel.app/assets/img/service_4.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_4.jpeg	(from https://arino-html.vercel.app/)
18:27:20	90403/90403	---M--	200	added ('OK')	image/jpeg	etag:%22ae0b5b08351b4c8eedf36002e09830b9%22	https://arino-html.vercel.app/assets/img/portfolio_1.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_1.jpeg	(from https://arino-html.vercel.app/)
18:27:20	94899/94899	---M--	200	added ('OK')	image/jpeg	etag:%226f355898663a6dcb6d5f87946239aac3%22	https://arino-html.vercel.app/assets/img/portfolio_2.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_2.jpeg	(from https://arino-html.vercel.app/)
18:27:20	78566/78566	---M--	200	added ('OK')	image/jpeg	etag:%22a256bdc5a064666efedb073322741a72%22	https://arino-html.vercel.app/assets/img/portfolio_3.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_3.jpeg	(from https://arino-html.vercel.app/)
18:27:21	65347/65347	---M--	200	added ('OK')	image/jpeg	etag:%2279dcc756dd01b6fc02611c0f44dd3538%22	https://arino-html.vercel.app/assets/img/video_bg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/video_bg.jpeg	(from https://arino-html.vercel.app/)
18:27:21	43342/43342	---M--	200	added ('OK')	image/jpeg	etag:%22dd613c7f1953bb6a275cfb2e7d190b3d%22	https://arino-html.vercel.app/assets/img/member_1.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/member_1.jpeg	(from https://arino-html.vercel.app/)
18:27:21	33761/33761	---M--	200	added ('OK')	image/jpeg	etag:%22058e796711cf4fe1105867660d02d796%22	https://arino-html.vercel.app/assets/img/member_2.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/member_2.jpeg	(from https://arino-html.vercel.app/)
18:27:21	38979/38979	---M--	200	added ('OK')	image/jpeg	etag:%22771877963b80772104ce81e27f583455%22	https://arino-html.vercel.app/assets/img/member_3.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/member_3.jpeg	(from https://arino-html.vercel.app/)
18:27:22	40325/40325	---M--	200	added ('OK')	image/jpeg	etag:%2282423271ae6225d744142f63b4a385d7%22	https://arino-html.vercel.app/assets/img/member_4.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/member_4.jpeg	(from https://arino-html.vercel.app/)
18:27:22	58559/58559	---M--	200	added ('OK')	image/jpeg	etag:%225ecde30dc48ee57d805df8f362cb3c96%22	https://arino-html.vercel.app/assets/img/testimonial_1.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/testimonial_1.jpeg	(from https://arino-html.vercel.app/)
18:27:22	83702/83702	---M--	200	added ('OK')	image/jpeg	etag:%224ae3486cb1e5b1c82789219ac6b1f382%22	https://arino-html.vercel.app/assets/img/testimonial_2.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/testimonial_2.jpeg	(from https://arino-html.vercel.app/)
18:27:22	64915/64915	---M--	200	added ('OK')	image/jpeg	etag:%223b1dfec4a3ef7a821b409aad8bc5690f%22	https://arino-html.vercel.app/assets/img/testimonial_3.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/testimonial_3.jpeg	(from https://arino-html.vercel.app/)
18:27:22	2291/2291	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225bf3a832d232f20b2e34efcae140921e%22	https://arino-html.vercel.app/assets/img/rating.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/rating.svg	(from https://arino-html.vercel.app/)
18:27:23	54609/54609	---M--	200	added ('OK')	image/jpeg	etag:%22586653f742073ddce2a4eb44259b6792%22	https://arino-html.vercel.app/assets/img/post_1.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/post_1.jpeg	(from https://arino-html.vercel.app/)
18:27:23	56866/56866	---M--	200	added ('OK')	image/jpeg	etag:%2217e128a7463048387edb849456a91154%22	https://arino-html.vercel.app/assets/img/post_2.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/post_2.jpeg	(from https://arino-html.vercel.app/)
18:27:23	46798/46798	---M--	200	added ('OK')	image/jpeg	etag:%22791d6e65df0e46b8b591f6a6e41f5c23%22	https://arino-html.vercel.app/assets/img/post_3.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/post_3.jpeg	(from https://arino-html.vercel.app/)
18:27:23	12618/12618	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226ab6e840612e8388dc2fcb2c6731464a%22	https://arino-html.vercel.app/assets/img/partner_1.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/partner_1.svg	(from https://arino-html.vercel.app/)
18:27:23	12712/12712	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223e890ef10d1b2fc8ddaf528bd8236092%22	https://arino-html.vercel.app/assets/img/partner_2.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/partner_2.svg	(from https://arino-html.vercel.app/)
18:27:24	12826/12826	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226376f40a64f2f7e23a3b177a4de15601%22	https://arino-html.vercel.app/assets/img/partner_3.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/partner_3.svg	(from https://arino-html.vercel.app/)
18:27:24	13085/13085	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c8d59333b0a17894a5a9c6a7a0246f03%22	https://arino-html.vercel.app/assets/img/partner_4.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/partner_4.svg	(from https://arino-html.vercel.app/)
18:27:24	12680/12680	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eea68101181e986af4a0afd681178c2e%22	https://arino-html.vercel.app/assets/img/partner_5.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/partner_5.svg	(from https://arino-html.vercel.app/)
18:27:24	5457/5457	---M--	200	added ('OK')	image/jpeg	etag:%22331bbe5cd93e2ab21fe8072c864f040c%22	https://arino-html.vercel.app/assets/img/cta_bg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/cta_bg.jpeg	(from https://arino-html.vercel.app/)
18:27:24	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%227c14a783dfeb3d238ccd3edd840d82ee%22	https://arino-html.vercel.app/assets/js/plugins/jquery-3.6.0.min.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/plugins/jquery-3.6.0.min.js	(from https://arino-html.vercel.app/)
18:27:25	35445/35445	---MCZ	200	added ('OK')	application/javascript	etag:W/%222afcff647ed260006faa71c8e779e8d4%22	https://arino-html.vercel.app/assets/js/plugins/isotope.pkg.min.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/plugins/isotope.pkg.min.js	(from https://arino-html.vercel.app/)
18:27:25	42663/42663	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cc08d055d731edc517e573cb67a278aa%22	https://arino-html.vercel.app/assets/js/plugins/jquery.slick.min.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/plugins/jquery.slick.min.js	(from https://arino-html.vercel.app/)
18:27:25	11729/11729	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c8a3fe2eaf2863f382bfc55331a31102%22	https://arino-html.vercel.app/assets/js/plugins/jquery.counter.min.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/plugins/jquery.counter.min.js	(from https://arino-html.vercel.app/)
18:27:25	88431/88431	---MCZ	200	added ('OK')	application/javascript	etag:W/%220e471a83b48ace5c86af282efdf598c3%22	https://arino-html.vercel.app/assets/js/plugins/lightgallery.min.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/plugins/lightgallery.min.js	(from https://arino-html.vercel.app/)
18:27:26	8428/8428	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e93dbd84d74399a4791234c3a9349f56%22	https://arino-html.vercel.app/assets/js/plugins/wow.min.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/plugins/wow.min.js	(from https://arino-html.vercel.app/)
18:27:26	70983/70983	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a82082c20307c018d25ea8b433311d92%22	https://arino-html.vercel.app/assets/js/plugins/gsap.min.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/plugins/gsap.min.js	(from https://arino-html.vercel.app/)
18:27:26	26022/26022	---MCZ	200	added ('OK')	application/javascript	etag:W/%225161505f0034fef346d9703529a0a37f%22	https://arino-html.vercel.app/assets/js/main.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/main.js	(from https://arino-html.vercel.app/)
18:27:26	107656/107656	---M--	200	added ('OK')	font/woff2	etag:%22e2f5b365c7d3d4497da73148ddfae997%22	https://arino-html.vercel.app/assets/fonts/fa-brands-400.woff2	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/fa-brands-400.woff2	(from https://arino-html.vercel.app/assets/css/plugins/fontawesome.min.css)
18:27:26	186124/186124	---MCZ	200	added ('OK')	font/ttf	etag:W/%220ef11ce096706bcafc520aee12162ae4%22	https://arino-html.vercel.app/assets/fonts/fa-brands-400.ttf	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/fa-brands-400.ttf	(from https://arino-html.vercel.app/assets/css/plugins/fontawesome.min.css)
18:27:27	25236/25236	---M--	200	added ('OK')	font/woff2	etag:%224b162098158528431aeb5636116777f0%22	https://arino-html.vercel.app/assets/fonts/fa-regular-400.woff2	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/fa-regular-400.woff2	(from https://arino-html.vercel.app/assets/css/plugins/fontawesome.min.css)
18:27:27	62320/62320	---MCZ	200	added ('OK')	font/ttf	etag:W/%2240e6df55734232692408d76ad5f9c34a%22	https://arino-html.vercel.app/assets/fonts/fa-regular-400.ttf	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/fa-regular-400.ttf	(from https://arino-html.vercel.app/assets/css/plugins/fontawesome.min.css)
18:27:27	150516/150516	---M--	200	added ('OK')	font/woff2	etag:%22328a9d0f59f0ebb55cddac6f39995bea%22	https://arino-html.vercel.app/assets/fonts/fa-solid-900.woff2	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/fa-solid-900.woff2	(from https://arino-html.vercel.app/assets/css/plugins/fontawesome.min.css)
18:27:27	397420/397420	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c0bf087a238488d351270a35c8f0cca0%22	https://arino-html.vercel.app/assets/fonts/fa-solid-900.ttf	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/fa-solid-900.ttf	(from https://arino-html.vercel.app/assets/css/plugins/fontawesome.min.css)
18:27:28	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%226ddaf31a1e0e05490f6919cbb3347e9d%22	https://arino-html.vercel.app/assets/fonts/fa-v4compatibility.woff2	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/fa-v4compatibility.woff2	(from https://arino-html.vercel.app/assets/css/plugins/fontawesome.min.css)
18:27:28	10140/10140	---MCZ	200	added ('OK')	font/ttf	etag:W/%2236818ecc50af8ea6c4cbef88d0b2baad%22	https://arino-html.vercel.app/assets/fonts/fa-v4compatibility.ttf	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/fa-v4compatibility.ttf	(from https://arino-html.vercel.app/assets/css/plugins/fontawesome.min.css)
18:27:28	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ecff11700aad0000cf3503f537d1df17%22	https://arino-html.vercel.app/assets/fonts/lg.eot?n1z373	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/lgd641.eot	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
